index,name,category,category_group,address,city,neighborhood,latitude,longitude,has_coordinates,plus_code,phone,has_phone,website,has_website,needs_website,rating,review_count,engagement_level,num_photos,has_photos,num_review_photos,total_images,num_reviews_with_text,reviews_with_photos,price_level,has_opening_hours,days_with_hours,has_accessibility,accessibility,has_amenities,amenities,has_payments,payments,has_parking,parking,has_service_options,service_options,has_highlights,highlights,data_completeness,image_score,review_score,rating_score,overall_quality,is_good_candidate,is_premium_candidate,maps_url,place_id,scraped_at
854,Veterinaria Dr Caballero,Veterinario,Pet Services,"Intendente González entre sucre y artigas, 2060",Luque,Luque,-25.3353429,-57.5944453,True,PFFV+XQ Luque,"
0982 102768",True,,False,True,4.7,23,Low,1,True,0,1,1,0,0,False,0,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,80,1,1,3,5.4,False,False,,,2026-01-31T05:49:43.108648
855,Veterinaria Fiori,Veterinario,Pet Services,"PF7G+6G7, Salim Yubi, Luque 110939",Luque,Luque,-25.3353429,-57.5944453,True,,,False,,False,True,4.5,77,Medium,0,False,0,0,1,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,60,0,1,3,3.8,False,False,,,2026-01-31T05:50:07.748755
856,Clínica Veterinaria Pet Rockers,Veterinario,Pet Services,"PGH4+FXG, Luque 110930",Luque,Luque,-25.3353429,-57.5944453,True,,"
0981 872778",True,,False,True,4.5,16,Low,0,False,0,0,1,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,3,4.25,False,False,,,2026-01-31T05:50:30.987586
857,Centro Vet Fauna,Veterinario,Pet Services,Luque 110913,Luque,Luque,-25.3353429,-57.5944453,True,PGVF+2R Luque,"
0983 770911",True,,False,True,4.9,84,Medium,3,True,0,3,2,0,0,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-31T05:50:56.324655
858,Pet Clinic Py,Veterinario,Pet Services,"PGJ6+3G4, 14 De Mayo, Luque 110930",Luque,Luque,-25.3353429,-57.5944453,True,,"
0976 982008",True,,False,True,4.5,56,Medium,1,True,0,1,1,0,0,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,False,False,,,2026-01-31T05:51:23.076488
859,Azu-Vet,Veterinario,Pet Services,"Inmaculada Concepción 126, Luque 110930",Luque,Luque,-25.3353429,-57.5944453,True,PGF4+QX Luque,"
0992 262998",True,,False,True,4.5,58,Medium,1,True,0,1,1,0,0,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,False,False,,,2026-01-31T05:51:47.203936
860,Veterinaria Romy Vallejos,Veterinario,Pet Services,"PF4G+G95, Luque 110940",Luque,Luque,-25.3353429,-57.5944453,True,,"
0994 394556",True,,False,True,4.4,48,Medium,0,False,0,0,0,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,2,2.32,False,False,,,2026-01-31T05:52:11.395891
861,Veterinaria Feltes,Hospital veterinario,Pet Services,"PHF6+R48, Luque 110908",Luque,Luque,-25.3353429,-57.5944453,True,,"
0983 910313",True,,False,True,3.8,8,Low,0,False,0,0,0,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,1,1.98,False,False,,,2026-01-31T05:52:36.718062
862,Huellitas Veterinaria,Médico,Health & Medical,"PFJV+5J4, Luque 110934",Luque,Luque,-25.3353429,-57.5944453,True,,"
0982 972092",True,,False,True,5.0,2,Very Low,0,False,0,0,1,0,0,True,7,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,3,4.25,False,False,,,2026-01-31T05:52:59.707216
863,Azu Vet,Veterinario,Pet Services,"Claudio Arrúa, Luque 110936",Luque,Luque,-25.3353429,-57.5944453,True,PFFR+C4 Luque,"
0992 262998",True,,False,True,4.7,32,Medium,1,True,0,1,3,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,2,3,6.7,False,False,,,2026-01-31T05:53:24.288806
864,Clínica veterinaria EL COLMILLO,Veterinario,Pet Services,"Sauce, Luque 110933",Luque,Luque,-25.3353429,-57.5944453,True,PGH2+F4 Luque,"
0982 138859",True,,False,True,5.0,20,Low,1,True,0,1,0,0,0,True,7,True,Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,False,,True,Estacionamiento gratuito en la calle,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,3,4.1,False,False,,,2026-01-31T05:54:15.734244
865,La Tienda de La Clínica,Farmacia veterinaria,Pet Services,Luque 110930,Luque,Luque,-25.3353429,-57.5944453,True,PGH5+RP Luque,"
0983 801486",True,,False,True,4.8,17,Low,1,True,0,1,2,0,0,True,7,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,False,False,,,2026-01-31T05:54:39.415209
866,Veterinaria VETLAND,Veterinario,Pet Services,"Luis Alberto de Herrera, Luque 110932",Luque,Luque,-25.3353429,-57.5944453,True,PGF2+RF Luque,"
0983 973466",True,,False,True,4.8,32,Medium,1,True,0,1,0,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,3,4.1,False,False,,,2026-01-31T05:55:03.982272
867,Clínica Veterinaria Lili-vet,Veterinario,Pet Services,"PF5W+699, Los Pinos, Luque 110943",Luque,Luque,-25.3353429,-57.5944453,True,,,False,,False,True,3.9,7,Low,0,False,0,0,0,0,0,False,0,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,30,0,0,1,1.23,False,False,,,2026-01-31T05:55:27.859687
868,Agroveterinaria Poty,Veterinario,Pet Services,"Av. Las Residentas esquina, Luque 110926",Luque,Luque,-25.3353429,-57.5944453,True,PGCG+2J Luque,"
0982 000595",True,,False,True,5.0,32,Medium,1,True,0,1,3,0,0,True,7,False,,True,Sanitario; Sanitarios unisex,False,,True,Estacionamiento en el lugar; Estacionamiento gratuito,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,2,3,6.7,False,False,,,2026-01-31T05:55:50.680330
869,CLINICA VETERINARIA - PET SOCIETY,Veterinario,Pet Services,"Maestro Félix casi, Luque 110920",Luque,Luque,-25.3353429,-57.5944453,True,PGQ9+86 Luque,,False,,False,True,4.5,15,Low,1,True,0,1,1,0,0,True,7,False,,True,Sanitario,False,,True,Estacionamiento en el lugar; Estacionamiento gratuito; Garage de stacionamiento gratuito,True,dine_in; takeout; delivery; curbside_pickup,False,,75,1,1,3,5.25,False,False,,,2026-01-31T05:56:16.788782
870,Veterinaria La Esquina de San Roque,Hospital,Other,"PGP5+FMC, Tte. Pantaleón Garcia, Rojas Silva, Luque",Luque,Luque,-25.3353429,-57.5944453,True,,"
(021) 642 314",True,,False,True,5.0,5,Low,3,True,0,3,1,0,0,True,7,False,,False,,True,Pagos móviles mediante NFC; Tarjetas de débito; Tarjetas de crédito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,2,1,3,6.7,True,False,,,2026-01-31T05:56:43.113802
871,Veterinaria Benito Y Compañia,Veterinario,Pet Services,"PF4G+F7Q, Luque 110940",Luque,Luque,-25.3353429,-57.5944453,True,,"
0994 394556",True,,False,True,4.4,27,Low,1,True,0,1,0,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,2,3.77,False,False,,,2026-01-31T05:57:07.643193
872,ANIMALADAS,Veterinario,Pet Services,"Av. Nanawa, Luque 110937",Luque,Luque,-25.3353429,-57.5944453,True,PF8G+WX Luque,"
0976 969544",True,,False,True,4.2,12,Low,0,False,0,0,3,0,0,False,0,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,65,0,2,2,4.62,False,False,,,2026-01-31T05:57:31.999411
873,Animal Center Clinica Veterinaria,Veterinario,Pet Services,"Teniente Cnel. Ramos Alfaro, Luque 110917",Luque,Luque,-25.3353429,-57.5944453,True,PFRR+FM Luque,"
0994 738619",True,,False,True,4.3,23,Low,1,True,0,1,3,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,2,2,6.37,False,False,,,2026-01-31T05:57:55.950721
874,Clínica veterinaria La Soñada EAS,Veterinario,Pet Services,"PF2W+JR2, Luque 110942",Luque,Luque,-25.3353429,-57.5944453,True,,,False,,False,True,5.0,3,Very Low,0,False,0,0,0,0,0,False,0,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,30,0,0,3,1.9,False,False,,,2026-01-31T05:58:19.172539
875,Veterinaria Tierra de Mascotas,Veterinario,Pet Services,"PFFR+RQF, Luque 110935",Luque,Luque,-25.3353429,-57.5944453,True,,,False,,False,True,5.0,2,Very Low,0,False,0,0,0,0,0,False,0,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,30,0,0,3,1.9,False,False,,,2026-01-31T05:58:42.859111
876,Veterinaria La Casita Pet and Vet,Veterinario,Pet Services,"PFRQ+HFW, Luque 110917",Luque,Luque,-25.3353429,-57.5944453,True,,"
0981 503022",True,,False,True,4.0,4,Very Low,1,True,0,1,0,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,2,3.77,False,False,,,2026-01-31T05:59:10.751731
877,Veterinaria San Jose,Veterinario,Pet Services,"Lapachal 1, Luque 110929",Luque,Luque,-25.3353429,-57.5944453,True,PGFC+XV Luque,"
0991 849973",True,,False,True,4.7,43,Medium,2,True,0,2,1,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,True,False,,,2026-01-31T05:59:34.440823
878,Clínica Veterinaria ElaVet,Veterinario,Pet Services,"Coronel Cabrera, Luque 110920",Luque,Luque,-25.3353429,-57.5944453,True,PGQ9+33 Luque,"
0986 293826",True,,False,True,5.0,5,Low,2,True,0,2,3,0,0,False,0,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Espacio accesible para personas en silla de ruedas,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,80,1,2,3,6.4,False,False,,,2026-01-31T05:59:58.508049
879,Veterinaria Mascoluque,Veterinario,Pet Services,"PF8X+8CH, Luque 110947",Luque,Luque,-25.3353429,-57.5944453,True,,"
0971 339317",True,,False,True,5.0,1,Very Low,1,True,0,1,0,0,0,False,0,False,,False,,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,60,1,0,3,3.8,False,False,,,2026-01-31T06:00:19.239637
880,MelVet Veterinaria y Petshop,Veterinario,Pet Services,"Mirasoles, Luque 110941",Luque,Luque,-25.3353429,-57.5944453,True,MFXJ+4C Luque,"
0972 843851",True,,False,True,5.0,10,Low,0,False,0,0,2,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,3,4.25,False,False,,,2026-01-31T06:01:02.450416
881,Consultorio Veterinario. Dra Diana Rios,Veterinario,Pet Services,"PG33+CJ5, Ecuador, Luque 110942",Luque,Luque,-25.3353429,-57.5944453,True,,"
0992 507322",True,,False,True,5.0,8,Low,1,True,0,1,0,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,3,4.1,False,False,,,2026-01-31T06:01:28.236264
882,Veterinaria Doky,Veterinario,Pet Services,"PGF2+9CG, Luque 110932",Luque,Luque,-25.3353429,-57.5944453,True,,"
0992 930287",True,,False,True,4.8,10,Low,0,False,0,0,1,0,0,True,7,False,,False,,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,3,4.25,False,False,,,2026-01-31T06:01:53.285074
883,Clinica Veterinaria Dr. Cristaldo,Veterinario,Pet Services,"Clinica Veterinaria Dr. Cristaldo, Ruta General Aquino, San Martín 674, Luque 110918",Luque,Luque,-25.3353429,-57.5944453,True,PFMX+V9 Luque,"
0981 977474",True,,False,True,3.5,18,Low,1,True,0,1,1,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,1,5.03,False,False,,,2026-01-31T06:02:17.751928
884,Veterinaria Felinos & caninos,Veterinario,Pet Services,"Rodríguez de Francia entre, Capitan Bado y, Luque",Luque,Luque,-25.3353429,-57.5944453,True,PGH4+RJ Luque,"
0971 757218",True,,False,True,4.6,9,Low,1,True,0,1,2,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,False,False,,,2026-01-31T06:02:45.079272
885,BIGOTES,Veterinario,Pet Services,"PGG7+H84, Héroes del Chaco, Luque 0928",Luque,Luque,-25.3353429,-57.5944453,True,,,False,,False,True,3.9,7,Low,0,False,0,0,0,0,0,False,0,False,,False,,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,30,0,0,1,1.23,False,False,,,2026-01-31T06:03:03.859659
886,El mundo de Otto,Tienda de productos para mascotas,Pet Services,"30 de Agosto, Luque 110940",Luque,Luque,-25.3353429,-57.5944453,True,PF59+WG Luque,"
0982 231388",True,,False,True,4.7,15,Low,1,True,0,1,1,0,0,True,7,False,,False,,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,False,False,,,2026-01-31T06:03:23.841031
887,Veterinaria Vida Canes,Veterinario,Pet Services,"Claudio Arrúa casi, Luque 110936",Luque,Luque,-25.3353429,-57.5944453,True,PFCW+HR Luque,"
0994 750050",True,,False,True,5.0,1,Very Low,1,True,0,1,0,0,0,False,0,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,60,1,0,3,3.8,False,False,,,2026-01-31T06:03:43.331672
888,Veterinaria Colita,Veterinario,Pet Services,"Pedro Juan Caballero casi, Luque 110932",Luque,Luque,-25.3353429,-57.5944453,True,PGJ3+RP Luque,"
0981 322920",True,,False,True,4.4,14,Low,1,True,0,1,2,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,2,5.37,False,False,,,2026-01-31T06:04:32.469119
889,Centro de Especialidades Odontológicas San Jorge,Clínica dental,Other,"De 2214, Asunción 001426",Asunción,Asunción,-25.3213993,-57.5976752,True,MCHC+CH Asunción,"
(021) 515 721",True,,False,True,4.6,29,Low,1,True,0,1,0,0,0,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas; Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,3,4.1,False,False,,,2026-01-31T06:06:08.119155
890,Dr. Sebastián Zimerliz Consultorio Dental,Clínica dental,Other,"Teniente López, Asunción 3458",Asunción,Asunción,-25.3213993,-57.5976752,True,MCVR+5F Asunción,"
0986 438046",True,,False,True,5.0,41,Medium,1,True,0,1,3,0,0,True,7,False,,True,Sanitario,True,Cheques; Pagos móviles mediante NFC; Planes de pagos; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,True,Estacionamiento en el lugar; Estacionamiento gratuito; Estacionamiento gratuito en la calle; Garage de stacionamiento gratuito,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,2,3,6.7,False,False,,,2026-01-31T06:06:30.696825
891,Pediatria Odontologica,Clínica dental,Other,"MC7P+FFR, Fernando de la Mora 110324",Asunción,Asunción,-25.3213993,-57.5976752,True,,,False,,False,True,4.6,29,Low,0,False,0,0,0,0,0,False,0,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,30,0,0,3,1.9,False,False,,,2026-01-31T06:06:53.590196
892,consultorio odontologico,Dentista cosmético,Health & Medical,"MC7P+2XP, Av. Zavalas Cué, Fernando de la Mora 110324",Asunción,Asunción,-25.3213993,-57.5976752,True,,,False,,False,True,1.0,1,Very Low,0,False,0,0,0,0,0,False,0,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,30,0,0,0,0.9,False,False,,,2026-01-31T06:07:17.398352
893,DENTAL DOCE,Clínica dental,Other,"Av. Zavalas Cué, Fernando de la Mora 110323",Asunción,Asunción,-25.3213993,-57.5976752,True,MC7Q+MF Fernando de la Mora,"
0984 930081",True,,False,True,4.6,29,Low,0,False,0,0,0,0,0,True,7,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,3,2.65,False,False,,,2026-01-31T06:08:03.800057
894,Consultorio Odontológico Santa María,Clínica dental,Other,"MC9Q+73H, Asunción, Fernando de la Mora 110323",Asunción,Asunción,-25.3213993,-57.5976752,True,,"
0981 373031",True,,False,True,4.6,29,Low,0,False,0,0,0,0,0,True,7,True,Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,3,2.65,False,False,,,2026-01-31T06:08:28.847540
895,Odontología Cautiva/Clinica dental/Odontologia/Ortodoncia/Odontopediatria/Botox/Carillas dentales/Implantes/Estetica dental,Clínica dental,Other,"Palma 1429, Fernando de la Mora 110319",Asunción,Asunción,-25.335034,-57.5747595,True,MC7V+XP Fernando de la Mora,"
0994 460046",True,,False,True,5.0,27,Low,2,True,0,2,3,0,0,True,7,True,Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,2,3,6.7,True,False,,,2026-01-31T06:08:51.035332
896,Asuncion Dental Clinic,Clínica dental,Other,"Pacheco, Av. Choferes Del Chaco 775, Asunción 1412",Asunción,Asunción,-25.29567,-57.6114664,True,PC35+P2 Asunción,"
0984 536880",True,,False,True,4.7,35,Medium,1,True,0,1,3,0,0,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Espacio accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas; Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito; Tarjetas de crédito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,2,3,6.7,False,False,,,2026-01-31T06:09:15.774123
897,SOI PARAGUAY CLÍNICA INTEGRAL,Clínica dental,Other,"MC7G+4H3, Fernando de la Mora 110327",Asunción,Asunción,-25.3369682,-57.5926389,True,,"
0993 359074",True,,False,True,5.0,1,Very Low,1,True,0,1,0,0,0,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,3,4.1,False,False,,,2026-01-31T06:09:39.365525
898,San Fernando,Clínica dental,Other,"MC6V+PF9, Fernando de la Mora 110320",Asunción,Asunción,-25.3027734,-57.6198192,True,,,False,,False,True,4.6,29,Low,0,False,0,0,0,0,0,False,0,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,30,0,0,3,1.9,False,False,,,2026-01-31T06:10:52.811790
899,Estetic Dent,Clínica dental,Other,"MC7J+9V8, Cerro Cora, Fernando de la Mora 110324",Asunción,Asunción,-25.3027734,-57.6198192,True,,"
(021) 506 153",True,,False,True,4.6,29,Low,0,False,0,0,0,0,0,False,0,False,,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,45,0,0,3,2.35,False,False,,,2026-01-31T06:11:16.103650
900,Jireh Centro de Prevención y Rehabilitación Integral de la Salud,Clínica dental,Other,"Av. Defensores del Chaco 1650 c, Asunción 001428",Asunción,Asunción,-25.3027734,-57.6198192,True,MCCG+3Q Asunción,"
0995 621960",True,,False,True,5.0,2,Very Low,0,False,0,0,1,0,0,True,7,True,Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,75,0,1,3,4.25,False,False,,,2026-01-31T06:11:38.891509
901,Consultorio Odontológico Niño Jesús - FDM,Clínica dental,Other,"Soldado Ovelar N° 1142 e/ Asunción, San Jose y, Fernando de la Mora",Asunción,Asunción,-25.3027734,-57.6198192,True,MC9P+J6 Fernando de la Mora,"
0982 722685",True,,False,True,4.6,29,Low,1,True,0,1,0,0,0,True,7,True,Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,False,,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,3,4.1,False,False,,,2026-01-31T06:12:03.007017
902,Odontologia EG,Dentista,Health & Medical,"Calle Asunción 1612 fernando de la mora, 1612",Asunción,Asunción,-25.3027734,-57.6198192,True,MC7W+49 Fernando de la Mora,"
0981 779210",True,,False,True,5.0,3,Very Low,1,True,0,1,1,0,0,True,7,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,False,False,,,2026-01-31T06:12:28.375343
903,Odonto Express Fernando de la Mora ODONTOLOGIA Y NUTRICION DEPORTIVA. 🦷& 🏋️‍♂️,Clínica dental,Other,"Fortín Camacho 909, Fernando de la Mora 110330",Asunción,Asunción,-25.3027734,-57.6198192,True,MC4J+C3 Fernando de la Mora,"
0986 862163",True,,False,True,5.0,2,Very Low,1,True,0,1,0,0,0,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Espacio accesible para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,3,4.1,False,False,,,2026-01-31T06:13:44.078402
904,Odontología OdontoCubaPy - Suc. Asunción,Clínica dental,Other,"MCR7+8VH, Avenida República Argentina, &, Asunción",Asunción,Asunción,-25.3027734,-57.6198192,True,,"
0992 267874",True,,False,True,4.6,29,Low,1,True,0,1,0,0,0,True,7,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,3,4.1,False,False,,,2026-01-31T06:14:07.777042
905,Consultorio Odontológico Dra Isis Rivas,Oficina médica,Health & Medical,"Soldado Ovelar 2029, Fernando de la Mora 110324",Asunción,Asunción,-25.3027734,-57.6198192,True,MC6H+MP Fernando de la Mora,"
0991 945000",True,,False,True,5.0,1,Very Low,0,False,0,0,0,0,0,True,7,False,,False,,True,Pagos móviles mediante NFC; Tarjetas de débito; Tarjetas de crédito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,3,2.65,False,False,,,2026-01-31T06:15:00.687690
906,María Auxiliadora Odonto Clinica,Clínica dental,Other,"Usher Ríos 611 casi, Fernando de la Mora 110322",Asunción,Asunción,-25.3027734,-57.6198192,True,MCCR+PP Fernando de la Mora,,False,,False,True,4.6,29,Low,0,False,0,0,0,0,0,False,0,True,Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,30,0,0,3,1.9,False,False,,,2026-01-31T06:15:23.344094
907,BOCA Odontologia,Clínica dental,Other,"11 de setiembre c/ Humaita, 1921",Asunción,Asunción,-25.3027734,-57.6198192,True,MC5W+HR Fernando de la Mora,"
0994 279348",True,,False,True,5.0,3,Very Low,1,True,0,1,1,0,0,True,7,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,False,False,,,2026-01-31T06:15:45.088489
908,Centro Odontologico MEDIDENT,Clínica dental,Other,"Av. Aviadores del Chaco 2875 casi, Asunción 001526",Asunción,Asunción,-25.3027734,-57.6198192,True,PC9R+X8 Asunción,"
(021) 607 057",True,,False,True,4.3,56,Medium,2,True,0,2,2,0,0,True,7,True,wheelchair_accessible; Entrada accesible para personas en silla de ruedas; Estacionamiento accesible para personas en silla de ruedas; Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,True,Estacionamiento en el lugar; Estacionamiento gratuito,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,2,5.37,True,False,,,2026-01-31T06:16:54.869348
909,Clínica Dental Riquelme-Canale,Clínica dental,Other,"Julia Miranda Cueto 510 Fernando de la Mora, 2300",Asunción,Asunción,-25.3027734,-57.6198192,True,MCGR+QW Fernando de la Mora,"
0981 943028",True,,False,True,5.0,1,Very Low,0,False,0,0,0,0,0,True,7,False,,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,55,0,0,3,2.65,False,False,,,2026-01-31T06:17:18.306913
910,Clínica Odontológica San Fernando - Dra. Luz E. Morínigo,Clínica dental,Other,"Ruta 2 Mcal. Estigarribia entre 28 de Febrero y 1ra Junta Municipal Fernando De La Mora, 2160",Asunción,Asunción,-25.3027734,-57.6198192,True,MCGV+XR Fernando de la Mora,"
0981 281852",True,,False,True,5.0,3,Very Low,2,True,0,2,1,0,0,True,7,True,Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,90,1,1,3,5.7,True,False,,,2026-01-31T06:17:42.437453
911,CLINICA ODONTOLOGIA,Clínica dental,Other,"MCMH+7MQ, Av. Eusebio Ayala, Asunción 001419",Asunción,Asunción,-25.3027734,-57.6198192,True,,"
(021) 515 868",True,,False,True,3.5,2,Very Low,2,True,0,2,0,0,0,True,7,True,Sanitarios accesibles para personas en silla de ruedas,True,Sanitario,True,Pagos móviles mediante NFC; Tarjetas de crédito; Tarjetas de débito,False,,True,dine_in; takeout; delivery; curbside_pickup,False,,70,1,0,1,3.43,False,False,,,2026-01-31T06:18:08.334600
